epoch,cost,train,test,epoch_time,total_time
65,0.2758622020483017,0.92036,0.9229,0.44226670265197754,46.65652823448181
66,0.27412906289100647,0.92094,0.9231,0.43221354484558105,47.358927488327026
67,0.27243027091026306,0.92132,0.9231,0.39734387397766113,48.028021812438965
68,0.27076418697834015,0.9219,0.9236,0.39345431327819824,48.68883442878723
69,0.26912783086299896,0.92246,0.9241,0.39890313148498535,49.362309217453
70,0.26752062141895294,0.92316,0.9248,0.3955807685852051,50.04214024543762
71,0.26594212651252747,0.92362,0.9245,0.4208047389984131,50.735456228256226
72,0.26439349353313446,0.92408,0.925,0.42731308937072754,51.45419144630432
73,0.2628723680973053,0.92442,0.9252,0.4058682918548584,52.1689772605896
74,0.26137901842594147,0.92486,0.9254,0.4000985622406006,52.84383773803711
75,0.2599117159843445,0.92518,0.9256,0.39522528648376465,53.5312774181366
76,0.2584709972143173,0.92556,0.9262,0.4674673080444336,54.40850329399109
77,0.25705549120903015,0.92588,0.9263,0.39944982528686523,55.086090087890625
78,0.2556631416082382,0.92632,0.9264,0.3849003314971924,55.75221085548401
79,0.25429435074329376,0.92662,0.9267,0.4106330871582031,56.43603205680847
80,0.252946637570858,0.92706,0.9271,0.39476656913757324,57.10783553123474
81,0.2516176402568817,0.92758,0.9276,0.39327406883239746,57.776769399642944
82,0.25030869245529175,0.92798,0.9281,0.3988916873931885,58.47013330459595
83,0.24901866167783737,0.92812,0.9285,0.3916912078857422,59.16024136543274
84,0.24774853885173798,0.92868,0.929,0.38864731788635254,59.83140540122986
85,0.2464996948838234,0.92916,0.9294,0.3907783031463623,60.493101358413696
86,0.24527020007371902,0.92938,0.9294,0.4024076461791992,61.16712546348572
87,0.24405883997678757,0.92988,0.9295,0.3962838649749756,61.83969807624817
88,0.2428651675581932,0.93038,0.9299,0.44110560417175293,62.550597190856934
89,0.2416892722249031,0.93074,0.9301,0.43313145637512207,63.261534452438354
90,0.2405308410525322,0.931,0.9308,0.43970346450805664,63.9748899936676
91,0.23938807845115662,0.93136,0.931,0.40050792694091797,64.64583468437195
92,0.2382613867521286,0.9315,0.9312,0.4158599376678467,65.35071444511414
93,0.23715023696422577,0.93182,0.9317,0.3964252471923828,66.04500460624695
94,0.23605457693338394,0.93208,0.9319,0.4012339115142822,66.71958541870117
95,0.23497428745031357,0.93248,0.9323,0.39519715309143066,67.38837933540344
96,0.233908973634243,0.93288,0.9325,0.3888731002807617,68.06206631660461
97,0.2328580990433693,0.93324,0.9328,0.3965167999267578,68.7345073223114
98,0.23181933909654617,0.93348,0.9329,0.40290141105651855,69.42684602737427
99,0.23079341650009155,0.93386,0.933,0.3978872299194336,70.09785175323486
100,0.22977995872497559,0.93418,0.9334,0.3992729187011719,70.77286410331726
101,0.22877942025661469,0.93458,0.9336,0.39070820808410645,71.4380931854248
102,0.22779276221990585,0.9349,0.9336,0.3993189334869385,72.13022112846375
103,0.22681839019060135,0.93506,0.9337,0.3893864154815674,72.82032942771912
104,0.22585541754961014,0.93522,0.9337,0.3892195224761963,73.4927408695221
105,0.22490359097719193,0.93558,0.934,0.3914804458618164,74.16254925727844
106,0.22396277636289597,0.9359,0.9342,0.3958442211151123,74.84013414382935
107,0.22303315997123718,0.93618,0.9345,0.4043159484863281,75.50878930091858
108,0.22211412340402603,0.93654,0.9348,0.39788818359375,76.17680597305298
109,0.22120562195777893,0.93686,0.935,0.4071061611175537,76.87282919883728
110,0.2203083485364914,0.93702,0.9353,0.4044833183288574,77.54709768295288
111,0.21942118555307388,0.93724,0.9354,0.38314247131347656,78.20020294189453
112,0.21854431182146072,0.93742,0.9356,0.3992908000946045,78.89425921440125
113,0.21767731755971909,0.9378,0.9358,0.3981800079345703,79.59326434135437
114,0.2168196216225624,0.93814,0.9364,0.3955411911010742,80.25887513160706
115,0.21597112715244293,0.9383,0.9364,0.39943909645080566,80.93708300590515
116,0.21513141691684723,0.9386,0.9364,0.39382243156433105,81.59909582138062
117,0.21430156379938126,0.93888,0.9367,0.4313359260559082,82.2950701713562
118,0.2134811282157898,0.93912,0.937,0.39384913444519043,82.962810754776
119,0.2126694619655609,0.93944,0.9377,0.3961055278778076,83.63442420959473
120,0.2118665650486946,0.93964,0.9381,0.549083948135376,84.49737358093262
121,0.21107197552919388,0.94006,0.9385,0.39250659942626953,85.16773414611816
122,0.2102859690785408,0.9404,0.9387,0.40385961532592773,85.86270570755005
123,0.20950789749622345,0.94058,0.939,0.42415452003479004,86.58329033851624
124,0.20873760432004929,0.94078,0.9392,0.43559837341308594,87.28941869735718
125,0.2079750820994377,0.94096,0.9392,0.446643590927124,88.00622391700745
126,0.2072204425930977,0.9412,0.9394,0.3966488838195801,88.67916631698608
127,0.2064739465713501,0.9414,0.9394,0.4044167995452881,89.37957334518433
128,0.20573517680168152,0.94162,0.9395,0.3859553337097168,90.03882837295532
129,0.20500339567661285,0.94186,0.9396,0.3958108425140381,90.73133635520935
130,0.2042781189084053,0.94218,0.9397,0.3983757495880127,91.39424180984497
131,0.20355965942144394,0.94244,0.9399,0.4055171012878418,92.0788300037384
132,0.20284847170114517,0.9426,0.9398,0.4071023464202881,92.79070377349854
133,0.20214349031448364,0.94274,0.9398,0.38329505920410156,93.47220087051392
134,0.2014450654387474,0.94294,0.94,0.3943815231323242,94.13789105415344
135,0.2007535696029663,0.94322,0.94,0.3917202949523926,94.8080062866211
136,0.20006860047578812,0.94334,0.9403,0.38343238830566406,95.4606454372406
137,0.19939005374908447,0.94346,0.9407,0.4081566333770752,96.13365125656128
138,0.19871774315834045,0.94362,0.9409,0.37953686714172363,96.7886073589325
139,0.19805168360471725,0.9439,0.941,0.41039586067199707,97.47027039527893
140,0.19739197939634323,0.94414,0.9415,0.39536333084106445,98.14313507080078
141,0.19673778116703033,0.94446,0.9417,0.3902766704559326,98.81152677536011
142,0.19608868658542633,0.94458,0.9417,0.40805721282958984,99.50745248794556
143,0.19544512778520584,0.94474,0.9419,0.3967006206512451,100.2064437866211
144,0.1948072612285614,0.94496,0.9421,0.3928041458129883,100.8789894580841
145,0.19417449086904526,0.94514,0.9422,0.39396238327026367,101.5507264137268
146,0.19354723393917084,0.94542,0.9423,0.3981740474700928,102.22837376594543
147,0.19292566180229187,0.94554,0.9423,0.3867790699005127,102.88069295883179
148,0.19230922311544418,0.94566,0.9424,0.3901989459991455,103.55543732643127
149,0.19169846922159195,0.94582,0.9424,0.39569664001464844,104.2217583656311
150,0.1910928189754486,0.94598,0.9425,0.39429473876953125,104.88751339912415
151,0.19049185514450073,0.94618,0.9426,0.3887045383453369,105.54762434959412
152,0.189895398914814,0.94626,0.9428,0.4040038585662842,106.24945259094238
153,0.1893032267689705,0.9465,0.9429,0.3926112651824951,106.93968319892883
154,0.18871527165174484,0.94676,0.943,0.3968045711517334,107.6089448928833
155,0.18813157826662064,0.94692,0.9431,0.4067342281341553,108.28338503837585
156,0.18755292892456055,0.9471,0.9434,0.37866830825805664,108.93374729156494
157,0.18697873502969742,0.94714,0.9434,0.377363920211792,109.58299469947815
158,0.1864091157913208,0.94736,0.9435,0.40058302879333496,110.25418877601624
159,0.1858440712094307,0.94752,0.9437,0.40428709983825684,110.93334341049194
160,0.18528345227241516,0.94766,0.9437,0.38664793968200684,111.59480857849121
161,0.18472691625356674,0.94778,0.9438,0.38660717010498047,112.25766062736511
162,0.18417499214410782,0.948,0.9441,0.4208235740661621,112.97781229019165
163,0.18362747132778168,0.94816,0.9442,0.3968625068664551,113.68539500236511
164,0.18308331072330475,0.94816,0.9444,0.39142823219299316,114.34552216529846
165,0.18254302442073822,0.94824,0.9445,0.39296436309814453,115.01151943206787
166,0.1820065602660179,0.94834,0.9446,0.3918020725250244,115.6764509677887
167,0.18147380650043488,0.94842,0.9447,0.40407705307006836,116.34919357299805
168,0.18094518035650253,0.94856,0.945,0.39475297927856445,117.02600622177124
169,0.1804201975464821,0.94874,0.9451,0.3864107131958008,117.69411325454712
170,0.1798989623785019,0.94886,0.9454,0.39850544929504395,118.36670064926147
171,0.17938120663166046,0.94892,0.9453,0.38593029975891113,119.01946878433228
172,0.17886755615472794,0.94918,0.9454,0.40508055686950684,119.71223187446594
173,0.1783575937151909,0.94936,0.9454,0.39365315437316895,120.40416932106018
174,0.17785120755434036,0.94954,0.9453,0.3942530155181885,121.0922019481659
175,0.17734839767217636,0.94974,0.9454,0.4284861087799072,121.7967267036438
176,0.17684879153966904,0.94978,0.9456,0.40113377571105957,122.4710009098053
177,0.176352359354496,0.94994,0.9456,0.38882017135620117,123.13539838790894
178,0.17585968226194382,0.95006,0.9457,0.3979148864746094,123.81372618675232
179,0.17537057399749756,0.9502,0.9457,0.395587682723999,124.4865505695343
180,0.17488481104373932,0.95036,0.9457,0.40401411056518555,125.16326141357422
181,0.17440246045589447,0.95054,0.9457,0.5250027179718018,126.0401029586792
182,0.17392361164093018,0.95066,0.9457,0.40912389755249023,126.75563740730286
183,0.1734478548169136,0.95074,0.9459,0.4004497528076172,127.44278621673584
184,0.17297527939081192,0.9509,0.9459,0.3937537670135498,128.11585807800293
185,0.17250598967075348,0.95104,0.946,0.39685964584350586,128.7919569015503
186,0.17204007506370544,0.95106,0.9461,0.37747979164123535,129.4472258090973
187,0.1715775951743126,0.95122,0.9462,0.4015622138977051,130.11852383613586
188,0.17111842334270477,0.95136,0.9465,0.38881945610046387,130.7815225124359
189,0.1706625148653984,0.95152,0.9467,0.40224575996398926,131.44801306724548
190,0.17020995914936066,0.95174,0.9468,0.3916149139404297,132.12923216819763
191,0.16976042836904526,0.95194,0.9469,0.384127140045166,132.78182816505432
192,0.16931387037038803,0.9522,0.9473,0.4007151126861572,133.469083070755
193,0.16887006908655167,0.95236,0.9474,0.3987605571746826,134.1654875278473
194,0.1684291511774063,0.95246,0.9475,0.39836907386779785,134.84228038787842
195,0.1679908111691475,0.95266,0.9476,0.3918936252593994,135.49593925476074
196,0.16755519062280655,0.95278,0.9476,0.3992033004760742,136.1709635257721
197,0.1671222597360611,0.95286,0.9476,0.3840363025665283,136.8255317211151
198,0.16669224202632904,0.95298,0.9476,0.3948180675506592,137.489319562912
199,0.16626480966806412,0.9531,0.9477,0.38132691383361816,138.1387460231781
