epoch,cost,train,test,epoch_time,total_time
0,3.2745818495750427,0.26816,0.2669,1.1345481872558594,1.134556531906128
1,2.341646730899811,0.36012,0.3558,0.24687695503234863,1.6966021060943604
2,1.8004806637763977,0.57582,0.5832,0.3446645736694336,2.3645567893981934
3,1.3807904422283173,0.66216,0.675,0.5964219570159912,3.2541069984436035
4,1.1600299179553986,0.7076,0.7185,0.3658263683319092,3.905552387237549
5,1.0268595814704895,0.72826,0.7412,0.27366185188293457,4.48477029800415
6,0.9274705499410629,0.73772,0.7459,0.5356812477111816,5.325768709182739
7,0.8748760521411896,0.74428,0.754,0.2348027229309082,5.828465223312378
8,0.8236345648765564,0.73696,0.7443,0.30191516876220703,6.41971755027771
9,0.8309321254491806,0.758,0.7668,0.32746410369873047,7.021272897720337
10,0.7608209848403931,0.75352,0.7623,0.35495686531066895,7.650283098220825
11,0.7549073696136475,0.78644,0.7955,0.3513801097869873,8.277709484100342
12,0.6844667941331863,0.78834,0.7977,0.6022822856903076,9.154241561889648
13,0.6543013006448746,0.81528,0.826,0.36878538131713867,9.796926975250244
14,0.6086059212684631,0.821,0.8273,0.6630702018737793,10.732396125793457
15,0.5794027745723724,0.83872,0.8488,0.2701444625854492,11.278649806976318
16,0.5493181943893433,0.84226,0.8492,0.24226117134094238,11.78661036491394
17,0.5266787111759186,0.85368,0.8623,0.23543977737426758,12.295076131820679
18,0.5058584213256836,0.85604,0.8639,0.24010491371154785,12.806220769882202
19,0.4888024926185608,0.86424,0.8728,0.2341451644897461,13.31474757194519
20,0.4734223112463951,0.86574,0.8764,0.24113988876342773,13.83841872215271
21,0.4601638615131378,0.87148,0.8803,0.23340868949890137,14.355520725250244
22,0.4481663852930069,0.8727,0.8836,0.3198106288909912,14.947912216186523
23,0.43747417628765106,0.87722,0.8858,0.23245787620544434,15.469059705734253
24,0.42768923938274384,0.87806,0.8887,0.23288297653198242,15.986811399459839
25,0.4187897890806198,0.88226,0.8903,0.2368297576904297,16.499497652053833
26,0.4105914235115051,0.88272,0.8927,0.27139782905578613,17.055899620056152
27,0.4030202031135559,0.88598,0.894,0.2326056957244873,17.568446159362793
28,0.39598292857408524,0.887,0.8957,0.23629426956176758,18.08704924583435
29,0.3894292935729027,0.8895,0.8968,0.25067996978759766,18.625436544418335
30,0.3832724019885063,0.89038,0.8974,0.23923087120056152,19.16852331161499
31,0.3774973526597023,0.89258,0.9,0.24982261657714844,19.735383987426758
32,0.372053325176239,0.89368,0.8992,0.23898696899414062,20.296369791030884
33,0.36692462861537933,0.89514,0.9018,0.2362678050994873,20.84644055366516
34,0.36204893887043,0.89618,0.9011,0.24119853973388672,21.412679433822632
35,0.3574345111846924,0.89762,0.9038,0.26862573623657227,21.97584342956543
36,0.3530372977256775,0.8989,0.9037,0.2424173355102539,22.490002393722534
37,0.3488573133945465,0.8997,0.9059,0.2433326244354248,23.011580228805542
38,0.34485889226198196,0.90112,0.9063,0.24184775352478027,23.52182102203369
39,0.3410378098487854,0.90168,0.9074,0.23483800888061523,24.033870935440063
40,0.3373718857765198,0.90322,0.9083,0.2427666187286377,24.547295570373535
41,0.333859346807003,0.9033,0.9092,0.24843597412109375,25.062321662902832
42,0.33047451823949814,0.90472,0.9098,0.23768019676208496,25.572439670562744
43,0.327219158411026,0.90492,0.9099,0.25358128547668457,26.109859943389893
44,0.32407841086387634,0.90626,0.9114,0.2404007911682129,26.655678272247314
45,0.32104987651109695,0.90718,0.9117,0.24191069602966309,27.208378791809082
46,0.3181217759847641,0.90792,0.9128,0.23662137985229492,27.746058464050293
47,0.3152927979826927,0.90854,0.9134,0.31084132194519043,28.362690210342407
48,0.31255359947681427,0.90932,0.9143,0.2789585590362549,28.94961428642273
49,0.3099024370312691,0.91012,0.9153,0.2844548225402832,29.503084421157837
50,0.3073253929615021,0.91074,0.9158,0.25151658058166504,30.0444974899292
51,0.3048221915960312,0.91164,0.9161,0.24165749549865723,30.56173849105835
52,0.3023896813392639,0.91212,0.9168,0.29654669761657715,31.133817672729492
53,0.3000273108482361,0.91278,0.9171,0.32037854194641113,31.72793173789978
54,0.29772940278053284,0.91348,0.9182,0.24251389503479004,32.24771809577942
55,0.29549095034599304,0.91412,0.9187,0.2432246208190918,32.76213812828064
56,0.29330840706825256,0.91504,0.919,0.2506883144378662,33.29331374168396
57,0.29117993265390396,0.91546,0.9192,0.24458861351013184,33.805378675460815
58,0.2891033962368965,0.91638,0.9196,0.2378063201904297,34.32350707054138
59,0.2870766669511795,0.9169,0.92,0.2428879737854004,34.83662152290344
60,0.2850996255874634,0.91724,0.9206,0.23806285858154297,35.34552621841431
61,0.283168226480484,0.91814,0.9211,0.2446136474609375,35.855223655700684
62,0.28128039091825485,0.91858,0.9215,0.24298858642578125,36.373950481414795
63,0.2794349417090416,0.91916,0.9218,0.24150562286376953,36.89482378959656
64,0.27762988209724426,0.91978,0.9223,0.24273109436035156,37.41153335571289
65,0.27586282789707184,0.92036,0.9229,0.2411348819732666,37.92210578918457
66,0.27412964403629303,0.92094,0.9231,0.24033045768737793,38.440996170043945
67,0.2724308967590332,0.92132,0.9231,0.245011568069458,38.95336103439331
68,0.27076491713523865,0.92188,0.9236,0.24128222465515137,39.46381330490112
69,0.26912863552570343,0.92246,0.924,0.23772668838500977,39.96910262107849
70,0.26752137392759323,0.92314,0.9248,0.23498964309692383,40.47551465034485
71,0.2659430652856827,0.9236,0.9245,0.2411823272705078,40.98367404937744
72,0.2643944248557091,0.9241,0.925,0.23924851417541504,41.496092796325684
73,0.2628732696175575,0.92442,0.9252,0.2396240234375,42.01173400878906
74,0.26137980818748474,0.92486,0.9254,0.24037528038024902,42.52484488487244
75,0.2599126771092415,0.92518,0.9256,0.23847103118896484,43.03417229652405
76,0.2584717720746994,0.92556,0.9262,0.23796534538269043,43.540743589401245
77,0.25705619156360626,0.92588,0.9263,0.2469325065612793,44.060120582580566
78,0.2556639239192009,0.9263,0.9264,0.2380061149597168,44.58129906654358
79,0.2542949840426445,0.92664,0.9267,0.23983407020568848,45.10025882720947
80,0.252947386354208,0.92708,0.9271,0.23862481117248535,45.61334490776062
81,0.2516183815896511,0.92758,0.9276,0.2350172996520996,46.114949464797974
82,0.25030945241451263,0.92798,0.9282,0.23842883110046387,46.62635588645935
83,0.2490190714597702,0.92812,0.9285,0.23985767364501953,47.15211367607117
84,0.24774887412786484,0.92868,0.9289,0.23761606216430664,47.660502433776855
85,0.24650003015995026,0.92914,0.9294,0.24300813674926758,48.17784523963928
86,0.24527086317539215,0.9294,0.9294,0.812136173248291,49.25831985473633
87,0.2440594658255577,0.92988,0.9295,0.24172306060791016,49.777499198913574
88,0.24286579340696335,0.93036,0.9299,0.23793768882751465,50.295316219329834
89,0.24168989434838295,0.93074,0.9301,0.23937773704528809,50.808239698410034
90,0.24053143337368965,0.931,0.9308,0.2593872547149658,51.35063338279724
91,0.23938877880573273,0.93136,0.931,0.23728537559509277,51.86379623413086
92,0.23826227709650993,0.9315,0.9312,0.2432570457458496,52.387837171554565
93,0.2371513694524765,0.93182,0.9317,0.23731327056884766,52.90920114517212
94,0.23605570569634438,0.93208,0.932,0.23915791511535645,53.42116665840149
95,0.234975203871727,0.93252,0.9323,0.23276424407958984,53.928546667099
96,0.23390982300043106,0.9329,0.9325,0.23978710174560547,54.44165635108948
97,0.23285891488194466,0.93324,0.9328,0.42331528663635254,55.13793134689331
98,0.23182010278105736,0.93348,0.9329,0.5062706470489502,55.9157931804657
99,0.23079398646950722,0.93382,0.933,0.24414992332458496,56.44978046417236
100,0.2297804206609726,0.93418,0.9334,0.23890233039855957,56.99454998970032
101,0.228779848664999,0.9346,0.9336,0.24356436729431152,57.55171585083008
